time_period,region,roadmap_group,roadmap_invoice_qty,roadmap_invoice_qty_pct_change,roadmap_invoice_qty_pct_change_roll_mean,roadmap_invoice_qty_pct_change_realised_volatility,roadmap_invoice_qty_pct_change_ngtv_realised_volatility,h.01,h.02,h.03,h.04,h.05,h.06,h.07,h.08,h.09,h.10,h.11,h.12
2020-12-01,CHINA,C Series-23.8,180.0,25.0,1870.9881849075784,1845.9881849075784,-1845.9881849075784,13873121.472727537,13873121.47272744,13873121.472727392,13873121.47272737,13873121.472727358,13873121.47272735,13873121.472727347,13873121.472727347,13873121.472727347,13873121.472727347,13873121.472727347,13873121.472727347
2017-12-01,CHINA,C Series-23.8-Mainstream,60.0,-70.0,-70.0,0.0,-0.0,,,,,,,,,,,,
2018-01-01,CHINA,C Series-23.8-Mainstream,0.0,-100.0,-85.0,15.0,-15.0,,,,,,,,,,,,
2018-02-01,CHINA,C Series-23.8-Mainstream,61.0,19800.0,6543.333333333333,13256.666666666668,-13256.666666666668,,,,,,,,,,,,
2018-03-01,CHINA,C Series-23.8-Mainstream,0.0,-100.0,4882.5,4982.5,-4982.5,1937748.7,968986.85,484605.925,242415.4625,121320.23125,60772.615625,30498.8078125,15361.90390625,7793.451953125,4009.2259765625,2117.11298828125,1171.056494140625
2018-04-01,CHINA,C Series-23.8-Mainstream,0.0,0.0,3906.0,3906.0,-3906.0,105876910.85041884,106246177.58556545,106463500.60772341,106591400.82581678,106666673.41141722,106710973.27444667,106737044.88934836,106752388.70887959,106761418.94343524,106766733.46997565,106769861.20626807,106771701.95995337
2018-05-01,CHINA,C Series-23.8-Mainstream,12.0,19800.0,6555.0,13245.0,-13245.0,84243444.03170441,84334648.61570738,84385798.54534057,84414484.77125871,84430572.761278,84439595.32923797,84444655.42266756,84447493.25615686,84449084.78782026,84449977.36063863,84450477.93895224,84450758.67643705
2018-06-01,CHINA,C Series-23.8-Mainstream,12.0,0.0,5618.571428571428,5618.571428571428,-5618.571428571428,67888391.23944521,67903803.1761987,67912049.79776672,67916462.40134624,67918823.497971,67920086.87392831,67920762.88133638,67921124.59948775,67921318.1476937,67921421.7114985,67921477.12643564,67921506.777869
2018-07-01,CHINA,C Series-23.8-Mainstream,37.0,208.33333333333334,4942.291666666667,4733.958333333334,-4733.958333333334,99391533.30496523,99652141.31883198,99844434.2481696,99986320.0256812,100091012.24670783,100168260.73021135,100225259.5038077,100267316.77204311,100298349.26098669,100321246.97665957,100338142.34666967,100350608.80978137
2018-08-01,CHINA,C Series-23.8-Mainstream,30.0,-18.918918918918916,4391.046046046046,4409.9649649649655,-4409.9649649649655,87805297.00081003,87909656.74300358,87985456.40580961,88040512.01212618,88080500.57770386,88109545.49218118,88130641.69917953,88145964.51757053,88157093.94777858,88165177.59228808,88171048.98977512,88175313.56479575
2018-09-01,CHINA,C Series-23.8-Mainstream,0.0,0.0,3951.9414414414414,3951.9414414414414,-3951.9414414414414,76867940.83791393,76869223.1528928,76869891.65405479,76870240.15953973,76870421.84370118,76870516.55995658,76870565.93778327,76870591.67961353,76870605.09943917,76870612.09551205,76870615.7427305,76870617.64411184
2018-10-01,CHINA,C Series-23.8-Mainstream,0.0,0.0,3592.6740376740377,3592.6740376740377,-3592.6740376740377,70016288.21428975,70016457.70124596,70016545.071504,70016590.11073393,70016613.32838576,70016625.29704857,70016631.46687534,70016634.64741129,70016636.28697254,70016637.13216378,70016637.56785852,70016637.79245847
2018-11-01,CHINA,C Series-23.8-Mainstream,0.0,0.0,3293.2845345345345,3293.2845345345345,-3293.2845345345345,62061902.69748683,62052936.20054748,62046692.810542144,62042345.52541816,62039318.501968876,62037210.779401526,62035743.16790286,62034721.26703962,62034009.71539586,62033514.26054309,62033169.2743242,62032929.059720255
2018-12-01,CHINA,C Series-23.8-Mainstream,0.0,0.0,3039.954954954955,3039.954954954955,-3039.954954954955,56446138.65851943,56436405.67860784,56429694.25226657,56425066.35372539,56421875.16249144,56419674.6601682,56418157.29247707,56417110.98378393,56416389.49624486,56415891.99080269,56415548.93336706,56415312.37634845
2019-01-01,CHINA,C Series-23.8-Mainstream,20.0,-33.333333333333336,2820.434362934363,2853.7676962676965,-2853.7676962676965,51807159.98819217,51799049.51923311,51793499.93074027,51789702.62474041,51787104.31805962,51785326.42667882,51784109.904477924,51783277.49914582,51782707.92578629,51782318.19520746,51782051.52205373,51781869.05094476
2019-02-01,CHINA,C Series-23.8-Mainstream,240.0,1100.0,2705.7387387387384,1605.7387387387384,-1605.7387387387384,35367713.92220168,35112779.51929846,34896500.15750156,34713014.67336692,34557350.6164342,34425289.49598627,34313252.46009236,34218203.308840886,34137566.213423796,34069155.911262326,34011118.485464476,33961881.12373947
2019-03-01,CHINA,C Series-23.8-Mainstream,276.0,14.999999999999991,2537.5675675675675,2522.5675675675675,-2522.5675675675675,31630088.469823822,31422032.87528996,31246955.877508193,31099630.085952565,30975656.696344025,30871334.15262141,30783547.62711685,30709676.019071586,30647513.694684908,30595204.63203682,30551187.004605442,30514146.548772335
2019-04-01,CHINA,C Series-23.8-Mainstream,170.0,-38.40579710144928,2386.039722587037,2424.4455196884865,-2424.4455196884865,28248919.624928452,28084617.682139885,27947465.458046593,27832976.656182922,27737406.308426384,27657628.27580113,27591032.991395876,27535442.100531854,27489037.20603137,27450300.38782012,27417964.551239006,27390971.979941636
2019-05-01,CHINA,C Series-23.8-Mainstream,0.0,-100.0,2247.9264046655353,2347.9264046655353,-2347.9264046655353,25804721.89133455,25675568.49711511,25568405.843429875,25479489.6022868,25405712.986393776,25344498.19612988,25293706.349666145,25251562.749139633,25216594.871635783,25187580.918346364,25163507.124179475,25143532.33619355
2019-06-01,CHINA,C Series-23.8-Mainstream,80.0,19800.0,3171.7197517884015,16628.2802482116,-16628.2802482116,23776016.427723907,23675264.874424968,23592104.177450653,23523463.03699365,23466806.391069993,23420041.790337157,23381442.119529806,23349581.811453026,23323284.197781302,23301578.052217342,23283661.72105797,23268873.51643332
2019-07-01,CHINA,C Series-23.8-Mainstream,121.0,51.24999999999999,3015.6962641989817,2964.4462641989817,-2964.4462641989817,22065238.90845835,21987049.9210005,21922808.45947565,21870026.533106886,21826659.964459937,21791029.221029483,21761754.369063623,21737701.630470168,21717939.473021183,21701702.533284735,21688361.97506453,21677401.135367185
2019-08-01,CHINA,C Series-23.8-Mainstream,80.0,-33.88429752066116,2870.478142212332,2904.362439732993,-2904.362439732993,50100448.44241945,50100030.50501773,50099742.478945434,50099543.98266829,50099407.186816,50099312.9124776,50099247.94229953,50099203.16739992,50099172.31029449,50099151.04478715,50099136.3894332,50099126.28953781
2019-09-01,CHINA,C Series-23.8-Mainstream,80.0,0.0,2740.001863020862,2740.001863020862,-2740.001863020862,47733062.10736635,47732721.3536998,47732487.20436496,47732326.30833834,47732215.74841981,47732139.77702485,47732087.57317984,47732051.701238364,47732027.0517861,47732010.11388222,47731998.47497906,47731990.477291286
2019-10-01,CHINA,C Series-23.8-Mainstream,40.0,-50.0,2618.697434193868,2668.697434193868,-2668.697434193868,45603375.989696406,45603113.44692132,45602933.510263585,45602810.18864186,45602725.668774836,45602667.742128864,45602628.04144745,45602600.83213682,45602582.1839283,45602569.403167866,45602560.64372927,45602554.640349045
2019-11-01,CHINA,C Series-23.8-Mainstream,160.0,300.0,2522.085041102457,2222.085041102457,-2222.085041102457,43653320.193536595,43653124.55921778,43652990.78624159,43652899.31349147,43652836.76525301,43652793.995333776,43652764.749650195,43652744.75171651,43652731.07731049,43652721.72687544,43652715.3331326,43652710.96114913
2019-12-01,CHINA,C Series-23.8-Mainstream,0.0,-100.0,2417.201639458359,2517.201639458359,-2517.201639458359,41895199.277833536,41895056.47875909,41894959.01418789,41894892.49174945,41894847.08822732,41894816.09898714,41894794.94791864,41894780.51169187,41894770.6585422,41894763.93347756,41894759.34342301,41894756.210575685
2020-01-01,CHINA,C Series-23.8-Mainstream,40.0,19800.0,3085.770807171499,16714.2291928285,-16714.2291928285,32591681.82546606,32539957.922392003,32495093.018119965,32456177.555138428,32422422.590458576,32393143.801174264,32367747.61101125,32345719.156605817,32326611.84955001,32310038.32259231,32295662.576443717,32283193.167979464
