time_period,region,roadmap_group,roadmap_invoice_qty,roadmap_invoice_qty_pct_change,roadmap_invoice_qty_pct_change_roll_mean,roadmap_invoice_qty_pct_change_realised_volatility,roadmap_invoice_qty_pct_change_ngtv_realised_volatility,h.01,h.02,h.03,h.04,h.05,h.06,h.07,h.08,h.09,h.10,h.11,h.12
2018-11-01,AAP,C Series-19.5,478.0,-29.70588235294118,21043.49755099214,21073.20343334508,-21073.20343334508,1778702385.0924945,1778711508.0153518,1778716069.4767802,1778718350.2074945,1778719490.5728517,1778720060.75553,1778720345.8468695,1778720488.392539,1778720559.6653738,1778720595.3017912,1778720613.12,1778720622.0291042
2018-12-01,AAP,C Series-19.5,1897.0,296.8619246861925,16894.17042573095,16597.308501044758,-16597.308501044758,1325927763.6643,1325143500.50905,1324827275.4780488,1324699769.4622908,1324648357.3903148,1324627627.3790352,1324619268.770811,1324615898.4720445,1324614539.5240626,1324613991.578689,1324613770.640039,1324613681.5547223
2019-01-01,AAP,C Series-19.5,2546.0,34.2119135477069,14084.177340367076,14049.96542681937,-14049.96542681937,1057519905.1791725,1057307204.4091401,1057228680.6531698,1057199691.6643158,1057188989.66128,1057185038.7518656,1057183580.1758263,1057183041.7063653,1057182842.9170308,1057182769.5290257,1057182742.4360263,1057182732.4339749
2019-02-01,AAP,C Series-19.5,5775.0,126.82639434406914,12090.27006236379,11963.443668019721,-11963.443668019721,879525948.845429,879467535.4095654,879446846.1956967,879439518.3683882,879436922.9554641,879436003.6968677,879435678.1084578,879435562.7896421,879435521.9453464,879435507.4788738,879435502.3550537,879435500.5402689
2019-03-01,AAP,C Series-19.5,1105.0,-80.86580086580086,10568.878079460092,10649.743880325892,-10649.743880325892,754448418.3563454,754431553.8897939,754425710.7589483,754423686.2550619,754422984.8133016,754422741.7806522,754422657.5757017,754422628.4007176,754422618.2922894,754422614.7899629,754422613.5764912,754422613.1560526
2019-04-01,AAP,C Series-19.5,1953.0,76.7420814479638,9403.085190792077,9326.343109344112,-9326.343109344112,577786322.2580878,1008047677.6631684,1435132500.1576402,1859064241.4440687,2279866180.0858226,2697561422.7853274,3112172905.652879,3523723395.466093,3932235490.9200506,4337731623.868219,4740234060.554214,5139764902.834454
2019-05-01,AAP,C Series-19.5,1106.0,-43.36917562724014,8458.439754150144,8501.808929777384,-8501.808929777384,500932152.06627595,889244525.5446477,1277556899.0230193,1665869272.501391,2054181645.9797626,2442494019.4581347,2830806392.9365067,3219118766.414879,3607431139.8932505,3995743513.3716216,4384055886.849993,4772368260.328365
2019-06-01,AAP,C Series-19.5,1546.0,39.78300180831826,7693.107322119069,7653.32432031075,-7653.32432031075,438274265.19758695,788877111.6376598,1139479958.0777326,1490082804.5178053,1840685650.9578779,2191288497.39795,2541891343.838023,2892494190.278096,3243097036.718169,3593699883.158242,3944302729.5983152,4294905576.0383873
2019-07-01,AAP,C Series-19.5,3096.0,100.25873221216042,7060.3699396268275,6960.111207414667,-6960.111207414667,261594077.7001519,453328969.83812946,645063859.4530964,836798746.545053,1028533631.1139991,1220268513.1599348,1412003392.6828601,1603738269.6827755,1795473144.1596806,1987208016.1135752,2178942885.5444593,2370677752.4523335
2019-08-01,AAP,C Series-19.5,2512.0,-18.86304909560723,6515.813555878947,6534.676604974555,-6534.676604974555,235536076.11434504,411597727.8364022,587659379.5584593,763721031.2805164,939782683.0025735,1115844334.7246306,1291905986.446688,1467967638.1687453,1644029289.8908024,1820090941.6128592,1996152593.3349164,2172214245.0569735
2019-09-01,AAP,C Series-19.5,2036.0,-18.949044585987263,6049.044798702881,6067.993843288868,-6067.993843288868,212827763.05576646,375538787.2206585,538249811.3770137,700960835.5248321,863671859.6641139,1026382883.7948588,1189093907.917067,1351804932.030738,1514515956.1358726,1677226980.23247,1839938004.3205311,2002649028.4000554
2019-10-01,AAP,C Series-19.5,2700.0,32.61296660117878,5647.949343229435,5615.336376628256,-5615.336376628256,193294222.24026582,344556563.74566865,495818905.2510575,647081246.7564324,798343588.2617934,949605929.7671403,1100868271.2724733,1252130612.7777927,1403392954.2830977,1554655295.7883887,1705917637.2936656,1857179978.798929
2019-11-01,AAP,C Series-19.5,2010.0,-25.555555555555554,5293.355287055372,5318.910842610928,-5318.910842610928,178208353.31334203,319515946.83740807,460823540.3613815,602131133.8852623,743438727.4090502,884746320.9327456,1026053914.4563482,1167361507.979858,1308669101.5032754,1449976695.0266,1591284288.5498314,1732591882.0729706
2019-12-01,AAP,C Series-19.5,1008.0,-49.85074626865672,4979.049049801018,5028.899796069674,-5028.899796069674,91710751.089398,91708827.56702358,91707830.86641136,91707314.41174276,91707046.80337426,91706908.13827306,91706836.28696886,91706799.05618858,91706779.76452762,91706769.76827775,91706764.58857799,91706761.90464252
2020-01-01,AAP,C Series-19.5,1218.0,20.833333333333325,4703.592621108368,4682.759287775035,-4682.759287775035,85456496.75253454,85455685.92897226,85455269.95721346,85455056.55381456,85454947.07279883,85454890.90643565,85454862.0917564,85454847.3091411,85454839.72530809,85454835.83462152,85454833.83860683,85454832.81460387
2020-02-01,AAP,C Series-19.5,794.0,-34.8111658456486,4454.202948110788,4489.014113956437,-4489.014113956437,79948970.76482472,79948632.62528223,79948460.80838722,79948373.50405958,79948329.14261524,79948306.60149044,79948295.14779875,79948289.32790045,79948286.37066913,79948284.86802822,79948284.10449997,79948283.71653277
2020-03-01,AAP,C Series-19.5,1008.0,26.952141057934508,4232.840407758145,4205.888266700211,-4205.888266700211,75043270.26639834,75043130.98519205,75043060.87578961,75043025.58511084,75043007.82098842,75042998.87913588,75042994.3781127,75042992.11245136,75042990.97199482,75042990.39792794,75042990.10896228,75042989.96350685
2020-04-01,AAP,C Series-19.5,0.0,-100.0,4026.514674055377,4126.514674055377,-4126.514674055377,12955874.945434265,12955865.93779102,12955861.85525224,12955860.00492109,12955859.166294552,12955858.786203416,12955858.613934513,12955858.535856992,12955858.500469876,12955858.484431356,12955858.477162208,12955858.47386761
2020-05-01,AAP,C Series-19.5,1108.0,84281.0939531592,7674.450095832824,76606.64385732637,-76606.64385732637,12301114.73846706,12301050.912706807,12301022.10158595,12301009.096168049,12301003.225487221,12301000.575446013,12300999.379210243,12300998.839226179,12300998.595475912,12300998.485446382,12300998.435778756,12300998.413358655
2020-06-01,AAP,C Series-19.5,0.0,-100.0,7336.430526448788,7436.430526448788,-7436.430526448788,11703942.549897203,11703941.10040469,11703940.448975977,11703940.15621188,11703940.024638284,11703939.96550668,11703939.938931845,11703939.926988624,11703939.92162112,11703939.919208864,11703939.918124752,11703939.91763753
2020-07-01,AAP,C Series-19.5,0.0,0.0,7030.745921180089,7030.745921180089,-7030.745921180089,352401930.0497552,645906677.4151182,939411424.7797698,1232916172.1437094,1526420919.5069375,1819925666.8694541,2113430414.2312589,2406935161.592352,2700439908.9527335,2993944656.312404,3287449403.6713624,3580954151.029609
2020-08-01,AAP,C Series-19.5,600.0,84281.0939531592,10120.759842459252,74160.33411069994,-74160.33411069994,410138576.56260383,410138481.5321981,410138425.70605934,410138392.9106846,410138373.6448598,410138362.3270442,410138355.67833066,410138351.7725071,410138349.47800934,410138348.13009393,410138347.3382535,410138346.87308246
2020-09-01,AAP,C Series-19.5,0.0,-100.0,9727.653694672357,9827.653694672357,-9827.653694672357,392267235.031397,392267183.28482777,392267153.01363814,392267135.30531585,392267124.94613665,392267118.8861276,392267115.3410871,392267113.2672763,392267112.05411917,392267111.3444352,392267110.9292777,392267110.686415
2020-10-01,AAP,C Series-19.5,1200.0,84281.0939531592,12488.892222764463,71792.20173039474,-71792.20173039474,1024768595.6876848,910217780.5537512,833626052.273221,782414781.239142,748173560.4206194,725278967.502537,709971032.4361224,699735739.0270622,692892149.0382729,688316342.3600588,685256836.0496739,683211168.5812794
2020-11-01,AAP,C Series-19.5,300.0,-75.0,12040.181786237163,12115.181786237163,-12115.181786237163,616856521.2107799,616856412.8202674,616856342.6536386,616856297.2312515,616856267.8270564,616856248.7922423,616856236.4700501,616856228.4932754,616856223.3295081,616856219.9867418,616856217.8228011,616856216.4219735
