time_period,region,roadmap_group,roadmap_invoice_qty,roadmap_invoice_qty_pct_change,h.01,h.02,h.03,h.04,h.05,h.06,h.07,h.08,h.09,h.10,h.11,h.12
2021-05-01,EMEA,NITRO,16770.0,85.18109540636043,11230.99597538794,18671.02398945111,26111.05200351428,33551.08001757745,40991.108031640615,48431.13604570379,55871.164059766954,63311.19207383012,70751.22008789329,78191.24810195646,85631.27611601962,93071.30413008279
2021-06-01,EMEA,NITRO,10330.0,-38.40190816935003,11157.031854910929,18000.688634929495,24593.91039416872,30945.861487541297,37065.37091190695,42960.94457807898,48640.7771337522,54112.76335378563,59384.509113672175,64463.34196144788,69356.32130273546,74070.24821307915
2021-07-01,EMEA,NITRO,6506.0,-37.018393030009676,10982.5454911049,17527.47418961709,23744.498498750138,29650.04660183912,35259.72362154522,40588.35285563082,45650.01494680044,50458.085090111876,55025.26837627651,59363.63336424137,63484.64397176723,67399.18976827187
2021-08-01,EMEA,NITRO,3820.0,-41.28496772210267,11332.892645101214,17712.551268257786,23744.15266376071,29446.685909376974,34838.10408923289,39935.38081487512,44754.563662692795,49310.82469593577,53618.508230385836,57691.17599405975,61541.6498231188,65182.05202840307
2021-09-01,EMEA,NITRO,3068.0,-19.685863874345554,8783.577747639922,15232.81399680416,21351.550829794476,27156.72511477189,32664.40576827913,37889.83823453903,42847.48668535384,47551.07405741655,52013.62003785847,56247.477103178644,60264.36471131177,64075.401741479756
2021-10-01,EMEA,NITRO,980.0,-68.0573663624511,14783.741763161774,20929.594022690933,26799.468449423268,32405.757753267662,37760.29815284772,42874.394364592335,47758.843469697924,52423.95770935124,56879.58625633875,61135.13600900792,65199.59145148118,69081.53362205243
2021-11-01,EMEA,NITRO,420.0,-57.14285714285714,12653.52235849979,18739.19231266026,24534.607268944303,30053.610890321936,35309.38656860222,40314.48891595444,45080.87375444654,49619.92667523762,53942.49023564455,58058.88985904913,61978.95849951353,65712.06013002111
2018-06-01,EMEA,NITRO-AMD,322.0,1688.888888888889,,,,,,,,,,,,
2018-07-01,EMEA,NITRO-AMD,584.0,81.3664596273292,,,,,,,,,,,,
2018-08-01,EMEA,NITRO-AMD,84.0,-85.61643835616438,,,,,,,,,,,,
2018-09-01,EMEA,NITRO-AMD,160.0,90.47619047619047,647338.4080560168,646685.2491003817,646358.6696225642,646195.3798836553,646113.7350142009,646072.9125794738,646052.5013621103,646042.2957534285,646037.1929490876,646034.6415469171,646033.3658458318,646032.7279952893
2018-10-01,EMEA,NITRO-AMD,0.0,-100.0,541479.6256247882,541158.7371690762,541027.7043840091,540974.1979693755,540952.3489610875,540943.4270558087,540939.7838518355,540938.2961723797,540937.6886878195,540937.4406253155,540937.3393305504,540937.2979674694
2018-11-01,EMEA,NITRO-AMD,480.0,1688.888888888889,415029.626417125,414944.41729606176,414912.778445052,414901.0306781378,414896.66863517265,414895.0489725621,414894.44757844624,414894.22427583975,414894.1413617361,414894.110575044,414894.0991436907,414894.09489913477
2018-12-01,EMEA,NITRO-AMD,320.0,-33.333333333333336,361229.07407995826,361204.5045682319,361195.7388497808,361192.61148523167,361191.4957285395,361191.0976575834,361190.9556369375,361190.904967921,361190.8868906251,361190.8804411487,361190.8781401549,361190.8773192243
2019-01-01,EMEA,NITRO-AMD,960.0,200.0,603978.2842129555,603956.4391700896,603946.2012394958,603941.4031155695,603939.1544196049,603938.1005423773,603937.6066306932,603937.3751533017,603937.2666687598,603937.2158262315,603937.1919982958,603937.1808310597
2019-02-01,EMEA,NITRO-AMD,160.0,-83.33333333333334,542584.982968166,542572.7411994364,542567.1928224302,542564.6781133156,542563.538363453,542563.0217908833,542562.7876630026,542562.681548455,542562.6334538106,542562.611655717,542562.6017760956,542562.5972983222
2019-03-01,EMEA,NITRO-AMD,488.0,204.99999999999997,472334.02754474804,472328.5037867703,472326.06435046776,472324.9870314582,472324.5112591467,472324.3011456238,472324.20835398487,472324.16737476503,472324.1492772675,472324.14128493826,472324.1377553162,472324.13619654253
2019-04-01,EMEA,NITRO-AMD,160.0,-67.21311475409837,438265.5923431072,438263.298940427,438262.30343375553,438261.8713101073,438261.6837364298,438261.60231555725,438261.5669728664,438261.55163152027,438261.5449722394,438261.5420816182,438261.54082687444,438261.5402822227
2019-05-01,EMEA,NITRO-AMD,0.0,0.0,359782.94158563897,359671.8187944758,359602.361203831,359558.9465555155,359531.8101162745,359514.84841410135,359504.2464578883,359497.61967748636,359493.47759110044,359490.8885691941,359489.27029429434,359488.25878734456
2019-06-01,EMEA,NITRO-AMD,0.0,0.0,333922.0399573916,333856.8863662397,333816.55873659236,333791.5974461367,333776.1473433992,333766.5843091873,333760.6651496263,333757.00141182804,333754.73369552195,333753.33006416843,333752.4612689971,333751.9235173661
2019-07-01,EMEA,NITRO-AMD,0.0,0.0,307681.2652079333,307644.04337750335,307621.22311718436,307607.2322877434,307598.6546770716,307593.39584626764,307590.17171982,307588.19504634675,307586.98317141464,307586.2401853469,307585.78466944984,307585.5053980859
2019-08-01,EMEA,NITRO-AMD,60.0,-62.5,285294.7812285486,285273.69167465426,285260.8648442412,285253.0634663993,285248.31860782776,285245.43274800654,285243.6775456581,285242.61001796275,285241.9607393304,285241.56584302534,285241.3256640267,285241.1795852951
2019-09-01,EMEA,NITRO-AMD,120.0,100.0,263805.1813879586,263793.85338066326,263787.04692152474,263782.95724495617,263780.49995341955,263779.02348416956,263778.1363442378,263777.6033041771,263777.28302583535,263777.09058585984,263776.9749578596,263776.90548251075
2019-10-01,EMEA,NITRO-AMD,160.0,33.33333333333333,248968.9111516205,248962.51766558338,248958.69647344918,248956.4126631395,248955.04769918387,248954.2319017456,248953.74432443077,248953.45291430032,248953.27874732914,248953.17465302808,248953.11243903055,248953.07525561663
2019-11-01,EMEA,NITRO-AMD,80.0,-50.0,232456.9356356269,232453.3808963362,232451.2670404386,232450.01001808324,232449.26251906797,232448.81801243257,232448.55368278813,232448.396496921,232448.30302501065,232448.24744114565,232448.21438772843,232448.19473223327
2019-12-01,EMEA,NITRO-AMD,80.0,0.0,218859.08908347116,218857.11289918557,218855.94304445272,218855.25051789742,218854.84055842436,218854.5978720346,218854.45420738563,218854.369161284,218854.31881598718,218854.28901275265,218854.27136993702,218854.2609258041
2020-01-01,EMEA,NITRO-AMD,40.0,-50.0,43683.56314078153,42245.94334382316,41043.07745321562,40036.63169207051,39194.53193844347,38489.94156463944,37900.40618867117,37407.13808220863,36994.41743002806,36649.0913598754,36360.15477747509,36118.399648439314
2020-02-01,EMEA,NITRO-AMD,160.0,300.0,38659.27913847084,37587.11200806783,36695.43535620802,35953.86510197623,35337.132073456996,34824.22095506197,34397.65418596111,34042.89640829678,33747.85917162077,33502.48901624737,33298.42489937089,33128.713290666055
