time_period,region,roadmap_group,roadmap_invoice_qty,roadmap_invoice_qty_pct_change,h.01,h.02,h.03,h.04,h.05,h.06,h.07,h.08,h.09,h.10,h.11,h.12
2021-10-01,PA,M4,120.0,-14.893617021276595,2518987996.870713,2518987997.0877056,2518987997.2418404,2518987997.3513255,2518987997.4290953,2518987997.484337,2518987997.5235763,2518987997.551449,2518987997.5712476,2518987997.585311,2518987997.5953007,2518987997.6023965
2017-01-01,PA,M6,0.0,-100.0,,,,,,,,,,,,
2017-02-01,PA,M6,0.0,0.0,,,,,,,,,,,,
2017-03-01,PA,M6,0.0,0.0,,,,,,,,,,,,
2017-04-01,PA,M6,1.0,2400.0,62500.0,32500.0,17500.0,10000.0,6250.0,4375.0,3437.5,2968.75,2734.375,2617.1875,2558.59375,2529.296875
2017-05-01,PA,M6,0.0,-100.0,1844.625071005818,1843.5449319480056,1843.1160337666267,1842.9457282410006,1842.8781038645914,1842.851251792306,1842.8405894568536,1842.836355690607,1842.8346745601723,1842.8340070222466,1842.8337419584104,1842.8336367077054
2017-06-01,PA,M6,0.0,0.0,1399486.9663797808,1403780.4272221928,1406381.5092586782,1407957.3074338231,1408911.9639398304,1409490.3178552222,1409840.6985935757,1410052.967687883,1410181.5654201948,1410259.4730252076,1410306.671329639,1410335.265199786
2017-07-01,PA,M6,0.0,0.0,1138538.9202747138,1139728.2231403026,1140416.1131095476,1140813.9870434962,1141044.1163874222,1141177.2226565618,1141254.2110083383,1141298.740889219,1141324.4968671754,1141339.3940640097,1141348.010567483,1141352.9943327466
2017-08-01,PA,M6,0.0,0.0,930235.8799066071,930512.7745999948,930666.3878771561,930751.6081413352,930798.8859128985,930825.1142719106,930839.6650172973,930847.7373557616,930852.2156588691,930854.7000936846,930856.0783872489,930856.843025201
2017-09-01,PA,M6,0.0,0.0,788357.3182445519,788419.2230772104,788452.5917640167,788470.5785545686,788480.274010558,788485.5001717552,788488.3172399661,788489.8357299257,788490.6542446313,788491.0954502639,788491.333274226,788491.461468956
2017-10-01,PA,M6,320.0,2400.0,684787.9701308834,684798.2652945765,684803.6980246964,684806.5648617311,684808.077683904,684808.8759960851,684809.2972632705,684809.5195648283,684809.6368727608,684809.6987758405,684809.7314419288,684809.7486797355
2017-11-01,PA,M6,0.0,0.0,606861.7898234781,606861.2390678972,606860.9526218668,606860.8036422993,606860.7261585529,606860.6858595305,606860.6649001513,606860.6539992522,606860.6483297333,606860.6453810364,606860.6438474297,606860.6430498062
2017-12-01,PA,M6,0.0,0.0,1006369.0275983332,1006384.6774635974,1006393.0000250674,1006397.4259436458,1006399.7796367166,1006401.0313251454,1006401.6969701023,1006402.0509585218,1006402.2392087292,1006402.3393197459,1006402.3925585487,1006402.4208708185
2018-01-01,PA,M6,0.0,0.0,923269.1003151041,923274.3504331465,923277.114994072,923278.5707322191,923279.3372819931,923279.7409250229,923279.9534718149,923280.065392833,923280.124327217,923280.155360366,923280.1717015284,923280.1803063137
2018-02-01,PA,M6,1.0,-99.6875,852807.6142368899,852809.2507275955,852810.1055179706,852810.5520017683,852810.7852142464,852810.9070284313,852810.9706557973,852811.0038903642,852811.02124982,852811.0303172077,852811.0350533884,852811.0375272441
2018-03-01,PA,M6,0.0,-100.0,792381.8068535961,792382.2401482608,792382.4649699433,792382.5816221733,792382.642148999,792382.6735542848,792382.6898494064,792382.6983043838,792382.7026913804,792382.704967642,792382.7061487157,792382.7067615342
2018-04-01,PA,M6,0.0,0.0,746158.6647543359,746158.7468159599,746158.78919368,746158.8110781014,746158.8223795093,746158.8282157076,746158.8312295984,746158.832786012,746158.8335897648,746158.8340048334,746158.8342191803,746158.8343298719
2018-05-01,PA,M6,0.0,0.0,704775.9740282751,704775.957450418,704775.9489242673,704775.9445391863,704775.9422838971,704775.9411239802,704775.9405274239,704775.9402206093,704775.9400628116,704775.9399816548,704775.939939915,704775.9399184478
2018-06-01,PA,M6,1.0,2400.0,663523.3770131613,663523.3419695778,663523.3240077643,663523.3148013216,663523.3100825003,663523.3076638381,663523.3064241374,663523.3057887208,663523.305463034,663523.3052961011,663523.3052105386,663523.3051666829
2018-07-01,PA,M6,0.0,-100.0,626655.4072685434,626655.3785000811,626655.363802341,626655.3562933002,626655.3524569487,626655.3504969657,626655.3494956149,626655.3489840272,626655.3487226581,626655.3485891253,626655.3485209038,626655.3484860496
2018-08-01,PA,M6,0.0,0.0,844718.2467527986,844718.2741300674,844718.2882275324,844718.2954867854,844718.2992248158,844718.3011496519,844718.3021408138,844718.302651196,844718.3029140087,844718.3030493398,844718.3031190262,844718.3031549101
2018-09-01,PA,M6,0.0,0.0,809720.4059502711,809720.4155360225,809720.4204589962,809720.4229872978,809720.4242857627,809720.424952618,809720.4252950961,809720.4254709834,809720.4255613141,809720.4256077055,809720.4256315308,809720.4256437668
2018-10-01,PA,M6,0.0,0.0,773084.9756588541,773084.9783259835,773084.9796920188,773084.980391667,773084.9807500088,773084.9809335424,773084.9810275435,773084.9810756885,773084.9811003471,773084.9811129766,773084.9811194451,773084.981122758
2018-11-01,PA,M6,0.0,0.0,739636.2868537551,739636.2872585428,739636.2874653701,739636.2875710491,739636.287625046,739636.287652636,739636.2876667331,739636.2876739361,739636.2876776165,739636.2876794969,739636.2876804578,739636.2876809487
2018-12-01,PA,M6,0.0,0.0,708977.92402512,708977.9238188735,708977.9237137125,708977.923660093,708977.9236327533,708977.9236188134,708977.9236117057,708977.9236080816,708977.9236062338,708977.9236052916,708977.9236048113,708977.9236045664
2019-01-01,PA,M6,0.0,0.0,680781.2411017441,680781.2408179645,680781.2406735378,680781.2406000334,680781.2405626241,680781.240543585,680781.2405338953,680781.2405289637,680781.2405264539,680781.2405251765,680781.2405245265,680781.2405241956
2019-02-01,PA,M6,200.0,2400.0,654768.1233371568,654768.123114024,654768.1230006467,654768.1229430378,654768.1229137657,654768.122898892,654768.1228913346,654768.1228874945,654768.1228855433,654768.1228845518,654768.122884048,654768.122883792
2019-03-01,PA,M6,0.0,-100.0,630700.0093226247,630700.0091750105,630700.0091001112,630700.0090621074,630700.0090428244,630700.0090330401,630700.0090280756,630700.0090255566,630700.0090242785,630700.00902363,630700.0090233008,630700.0090231339
2019-04-01,PA,M6,0.0,0.0,780309.8939029898,780309.893963282,780309.8939939977,780309.8940096458,780309.8940176176,780309.8940216787,780309.8940237476,780309.8940248017,780309.8940253387,780309.8940256123,780309.8940257516,780309.8940258226
2019-05-01,PA,M6,50.0,2400.0,757792.7649820498,757792.7650004359,757792.7650097909,757792.7650145509,757792.7650169729,757792.7650182052,757792.7650188322,757792.7650191513,757792.7650193137,757792.7650193963,757792.7650194382,757792.7650194596
2019-06-01,PA,M6,600.0,1100.0,733616.7014155083,733616.7014187323,733616.7014203705,733616.701421203,733616.7014216259,733616.7014218408,733616.70142195,733616.7014220057,733616.7014220338,733616.7014220482,733616.7014220555,733616.7014220592
