,h.1,h.2,h.3,ngtv_h.1,ngtv_h.2,ngtv_h.3
2000-07-28,1.4378488467712678,1.4439933853080582,1.4499017140579569,-1.4378488467712678,-1.4439933853080582,-1.4499017140579569
2000-07-31,1.4109013267926267,1.4178332329749341,1.42449867466575,-1.4109013267926267,-1.4178332329749341,-1.42449867466575
2000-08-01,1.3957878790922806,1.4038052837763646,1.4115167579203214,-1.3957878790922806,-1.4038052837763646,-1.4115167579203214
2000-08-02,1.360345123781441,1.3695175373822615,1.3783409344877458,-1.360345123781441,-1.3695175373822615,-1.3783409344877458
2000-08-03,1.3497953793139932,1.3591040122993345,1.368059826626886,-1.3497953793139932,-1.3591040122993345,-1.368059826626886
2000-08-04,1.3263921397817322,1.336285180044849,1.3458047239826454,-1.3263921397817322,-1.336285180044849,-1.3458047239826454
2000-08-07,1.328670805286329,1.3383777998568285,1.3477184811328211,-1.328670805286329,-1.3383777998568285,-1.3477184811328211
2000-08-08,1.2952482913979437,1.3060272225446345,1.3164002428995378,-1.2952482913979437,-1.3060272225446345,-1.3164002428995378
2000-08-09,1.2819111927100748,1.2931636430319688,1.3039922129514687,-1.2819111927100748,-1.2931636430319688,-1.3039922129514687
2000-08-10,1.2722768020026725,1.2835747621455826,1.2944496176544942,-1.2722768020026725,-1.2835747621455826,-1.2944496176544942
2000-08-11,1.2566659581174633,1.2683422927152135,1.279583472412875,-1.2566659581174633,-1.2683422927152135,-1.279583472412875
2000-08-14,1.2779642226827295,1.2887185493062674,1.2990734935468617,-1.2779642226827295,-1.2887185493062674,-1.2990734935468617
2000-08-15,1.253304386165459,1.264793039284798,1.2758567173921522,-1.253304386165459,-1.264793039284798,-1.2758567173921522
2000-08-16,1.2327471780474681,1.2451274312704146,1.2570477592617624,-1.2327471780474681,-1.2451274312704146,-1.2570477592617624
2000-08-17,1.234367942834156,1.246380717111888,1.2579515344690038,-1.234367942834156,-1.246380717111888,-1.2579515344690038
2000-08-18,1.2035350383210799,1.2163049665929897,1.2286104484248914,-1.2035350383210799,-1.2163049665929897,-1.2286104484248914
2000-08-21,1.1840534892887706,1.1975167385427181,1.2104901405602089,-1.1840534892887706,-1.1975167385427181,-1.2104901405602089
2000-08-22,1.1518031891353564,1.166025131752045,1.1797362042245232,-1.1518031891353564,-1.166025131752045,-1.1797362042245232
2000-08-23,1.127321414867119,1.1420593491141193,1.1562738911278803,-1.127321414867119,-1.1420593491141193,-1.1562738911278803
2000-08-24,1.0942452864175491,1.109683278625914,1.1245812670430042,-1.0942452864175491,-1.109683278625914,-1.1245812670430042
2000-08-25,1.064176767537606,1.0802802083115188,1.095827248246539,-1.064176767537606,-1.0802802083115188,-1.095827248246539
2000-08-28,1.0378273772834619,1.0543273710301602,1.0702669822468565,-1.0378273772834619,-1.0543273710301602,-1.0702669822468565
2000-08-29,1.0081816703153605,1.0251351733592022,1.041523808062061,-1.0081816703153605,-1.0251351733592022,-1.041523808062061
2000-08-30,0.9870319030714587,1.0042345166875932,1.0208732458196963,-0.9870319030714587,-1.0042345166875932,-1.0208732458196963
2000-08-31,0.9869735753735169,1.0036180379859676,1.0197285300498045,-0.9869735753735169,-1.0036180379859676,-1.0197285300498045
2000-09-01,0.9558008437051857,0.9729692306257418,0.9895971274645537,-0.9558008437051857,-0.9729692306257418,-0.9895971274645537
2000-09-05,0.9704315240898467,0.9871171950365981,1.0032779343038707,-0.9704315240898467,-0.9871171950365981,-1.0032779343038707
2000-09-06,0.9762783841152066,0.9920962303919106,1.0074308621252532,-0.9762783841152066,-0.9920962303919106,-1.0074308621252532
2000-09-07,0.9689387992281726,0.9849283856270086,1.0004307680069031,-0.9689387992281726,-0.9849283856270086,-1.0004307680069031
2000-09-08,0.9623271557262532,0.9785810934786022,0.9943385606942132,-0.9623271557262532,-0.9785810934786022,-0.9943385606942132
2000-09-11,0.9390244199021959,0.955532750092591,0.9715465915021779,-0.9390244199021959,-0.955532750092591,-0.9715465915021779
2000-09-12,0.919801752606311,0.9363389236768697,0.9523924828272481,-0.919801752606311,-0.9363389236768697,-0.9523924828272481
2000-09-13,0.8867471133352633,0.90350121996458,0.9197813116356539,-0.8867471133352633,-0.90350121996458,-0.9197813116356539
2000-09-14,0.8595594103874526,0.8764261296186552,0.892829480574611,-0.8595594103874526,-0.8764261296186552,-0.892829480574611
2000-09-15,0.8705954645282815,0.8862641113119346,0.9015204755846888,-0.8705954645282815,-0.8862641113119346,-0.9015204755846888
2000-09-18,0.9280524563417178,0.9414242956870038,0.9544594190538795,-0.9280524563417178,-0.9414242956870038,-0.9544594190538795
2000-09-19,0.9506021787787103,0.9636641008343945,0.9763920706702435,-0.9506021787787103,-0.9636641008343945,-0.9763920706702435
2000-09-20,0.9630287685992729,0.9770039588906428,0.9905963888906696,-0.9630287685992729,-0.9770039588906428,-0.9905963888906696
2000-09-21,0.9422380767263318,0.956918918297203,0.9711946061460774,-0.9422380767263318,-0.956918918297203,-0.9711946061460774
2000-09-22,0.9095152679291715,0.9245426910251608,0.939166516477808,-0.9095152679291715,-0.9245426910251608,-0.939166516477808
2000-09-25,0.8938681470440095,0.9084466104914241,0.9226500345308842,-0.8938681470440095,-0.9084466104914241,-0.9226500345308842
2000-09-26,0.8870349136352083,0.9008991983133988,0.9144230199633232,-0.8870349136352083,-0.9008991983133988,-0.9144230199633232
2000-09-27,0.8557735892852556,0.8699645043369213,0.8838151417536517,-0.8557735892852556,-0.8699645043369213,-0.8838151417536517
2000-09-28,1.0319548541004842,1.0417673177086448,1.0513471811759505,-1.0319548541004842,-1.0417673177086448,-1.0513471811759505
2000-09-29,1.0830505900343497,1.0910110560799664,1.0987923909454036,-1.0830505900343497,-1.0910110560799664,-1.0987923909454036
2000-10-02,1.1055254058885087,1.1157906218490181,1.1257690286105801,-1.1055254058885087,-1.1157906218490181,-1.1257690286105801
2000-10-03,1.1031818705782648,1.1142495108215895,1.124994796762047,-1.1031818705782648,-1.1142495108215895,-1.124994796762047
2000-10-04,1.0704346377937364,1.081763134587524,1.0927733618838373,-1.0704346377937364,-1.081763134587524,-1.0927733618838373
2000-10-05,1.0334761173395621,1.0454578831976111,1.0571097780932992,-1.0334761173395621,-1.0454578831976111,-1.0571097780932992
2000-10-06,1.1466596832026075,1.155124530062146,1.1633621444334477,-1.1466596832026075,-1.155124530062146,-1.1633621444334477
2000-10-09,1.1110820095699345,1.1199612726750385,1.1286101321854771,-1.1110820095699345,-1.1199612726750385,-1.1286101321854771
2000-10-10,1.146681679729222,1.1559382038259136,1.164933323740808,-1.146681679729222,-1.1559382038259136,-1.164933323740808
2000-10-11,1.2098767574135594,1.2169728204473529,1.2238734253739816,-1.2098767574135594,-1.2169728204473529,-1.2238734253739816
2000-10-12,1.4298453426663302,1.4308937881780033,1.4319133571974991,-1.4298453426663302,-1.4308937881780033,-1.4319133571974991
2000-10-13,1.8202565270735827,1.810512746605216,1.801047416266175,-1.8202565270735827,-1.810512746605216,-1.801047416266175
2000-10-16,1.7910366718282058,1.7822295294523165,1.7737052470678318,-1.7910366718282058,-1.7822295294523165,-1.7737052470678318
2000-10-17,1.9915492406864135,1.9758077836673864,1.9606715717615644,-1.9915492406864135,-1.9758077836673864,-1.9606715717615644
2000-10-18,1.8676433701133925,1.8564950205403015,1.8457626862815837,-1.8676433701133925,-1.8564950205403015,-1.8457626862815837
2000-10-19,2.3535078271572,2.3241281835284995,2.295861465523263,-2.3535078271572,-2.3241281835284995,-2.295861465523263
2000-10-20,2.1988973745698432,2.1753899561551027,2.1527580392433237,-2.1988973745698432,-2.1753899561551027,-2.1527580392433237
2000-10-23,2.189611831644925,2.1670265125567068,2.145354671212942,-2.189611831644925,-2.1670265125567068,-2.145354671212942
2000-10-24,2.0278456955515023,2.0115364703587186,1.9958766409699857,-2.0278456955515023,-2.0115364703587186,-1.9958766409699857
2000-10-25,2.187430075408977,2.16445999210333,2.1423949652422354,-2.187430075408977,-2.16445999210333,-2.1423949652422354
2000-10-26,2.0361561861705635,2.018745757816092,2.002017812676004,-2.0361561861705635,-2.018745757816092,-2.002017812676004
2000-10-27,1.9975871940697751,1.982610222645374,1.9682190211492638,-1.9975871940697751,-1.982610222645374,-1.9682190211492638
2000-10-30,1.9605918051544426,1.9465797768480497,1.9331150977014424,-1.9605918051544426,-1.9465797768480497,-1.9331150977014424
2000-10-31,2.0776409424554254,2.0587960796222924,2.04068977339721,-2.0776409424554254,-2.0587960796222924,-2.04068977339721
2000-11-01,1.9723662314015205,1.9575984810564382,1.9434100861899763,-1.9723662314015205,-1.9575984810564382,-1.9434100861899763
2000-11-02,1.8806877655114573,1.8702418901441047,1.8602015671228496,-1.8806877655114573,-1.8702418901441047,-1.8602015671228496
2000-11-03,1.7699808153093557,1.7634068907793177,1.7570896973332046,-1.7699808153093557,-1.7634068907793177,-1.7570896973332046
2000-11-06,1.6758008321327813,1.672491011322055,1.6693117162460467,-1.6758008321327813,-1.672491011322055,-1.6693117162460467
2000-11-07,1.5851555158396715,1.5850203595767591,1.5848906089130053,-1.5851555158396715,-1.5850203595767591,-1.5848906089130053
2000-11-08,1.630360263034683,1.6280348682002064,1.625804046614948,-1.630360263034683,-1.6280348682002064,-1.625804046614948
2000-11-09,1.565836836683814,1.5657862305816932,1.5657377274250255,-1.565836836683814,-1.5657862305816932,-1.5657377274250255
2000-11-10,1.7917134619963342,1.7826619419473002,1.7739798995599891,-1.7917134619963342,-1.7826619419473002,-1.7739798995599891
2000-11-13,1.751793481179965,1.7440297994041638,1.736587144592596,-1.751793481179965,-1.7440297994041638,-1.736587144592596
2000-11-14,1.9295219715101795,1.9161914727255407,1.9033800900388729,-1.9295219715101795,-1.9161914727255407,-1.9033800900388729
2000-11-15,1.8316160954470524,1.8219558564366392,1.8126725523012925,-1.8316160954470524,-1.8219558564366392,-1.8126725523012925
2000-11-16,1.8274635168023659,1.8189282938139906,1.8107186352436702,-1.8274635168023659,-1.8189282938139906,-1.8107186352436702
2000-11-17,1.7314314894094291,1.7261575302017629,1.7210863023431635,-1.7314314894094291,-1.7261575302017629,-1.7210863023431635
2000-11-20,1.809475672750008,1.801164572783302,1.7931729594197554,-1.809475672750008,-1.801164572783302,-1.7931729594197554
2000-11-21,1.7139938698155108,1.7089596495421355,1.704121078568388,-1.7139938698155108,-1.7089596495421355,-1.704121078568388
2000-11-22,1.8010296086863526,1.7930947081012654,1.7854631604997206,-1.8010296086863526,-1.7930947081012654,-1.7854631604997206
2000-11-24,1.8000885396287336,1.7917524679400176,1.7837388057036343,-1.8000885396287336,-1.7917524679400176,-1.7837388057036343
2000-11-27,1.7239838319052385,1.719042728714338,1.7142893695154329,-1.7239838319052385,-1.719042728714338,-1.7142893695154329
2000-11-28,1.684249192853616,1.6808786182905047,1.6776361032949734,-1.684249192853616,-1.6808786182905047,-1.6776361032949734
2000-11-29,1.6050274781032452,1.6043524148962234,1.6037032761369847,-1.6050274781032452,-1.6043524148962234,-1.6037032761369847
2000-11-30,1.7220026860159343,1.7166577856095295,1.7115192723216135,-1.7220026860159343,-1.7166577856095295,-1.7115192723216135
2000-12-01,1.631360637774177,1.6291889002004434,1.6271022082631585,-1.631360637774177,-1.6291889002004434,-1.6271022082631585
2000-12-04,1.5833710862563708,1.5835703435797412,1.5837620158184764,-1.5833710862563708,-1.5835703435797412,-1.5837620158184764
2000-12-05,2.2020397954948763,2.1780592845143874,2.155002929216413,-2.2020397954948763,-2.1780592845143874,-2.155002929216413
2000-12-06,2.230384054899175,2.204833191745222,2.1802773718393365,-2.230384054899175,-2.204833191745222,-2.1802773718393365
2000-12-07,2.159792817411188,2.1420665738978246,2.1249501643783093,-2.159792817411188,-2.1420665738978246,-2.1249501643783093
2000-12-08,2.2231578208280096,2.203565662718776,2.1846448324284182,-2.2231578208280096,-2.203565662718776,-2.1846448324284182
2000-12-11,2.111683065223186,2.095461225613978,2.07979812327468,-2.111683065223186,-2.095461225613978,-2.07979812327468
2000-12-12,2.0278647217520143,2.0149192875796524,2.00241695119563,-2.0278647217520143,-2.0149192875796524,-2.00241695119563
2000-12-13,1.9465613993536117,1.9359838478736051,1.9257714527741718,-1.9465613993536117,-1.9359838478736051,-1.9257714527741718
2000-12-14,1.9342015234274852,1.9236517574125611,1.9134695005645694,-1.9342015234274852,-1.9236517574125611,-1.9134695005645694
2000-12-15,2.0442136128356814,2.029457072032852,2.0152191458851463,-2.0442136128356814,-2.029457072032852,-2.0152191458851463
2000-12-18,1.9646570009061477,1.9527366723206245,1.9412345631729317,-1.9646570009061477,-1.9527366723206245,-1.9412345631729317
2000-12-19,1.954080761132186,1.9433220525739885,1.9329316699506904,-1.954080761132186,-1.9433220525739885,-1.9329316699506904
2000-12-20,2.298632032302312,2.2755806174744317,2.253326469089806,-2.298632032302312,-2.2755806174744317,-2.253326469089806
2000-12-21,2.1965753682358256,2.1769877110132154,2.158078301730084,-2.1965753682358256,-2.1769877110132154,-2.158078301730084
2000-12-22,2.388710128651187,2.365732002331541,2.343494658012923,-2.388710128651187,-2.365732002331541,-2.343494658012923
2000-12-26,2.2645766805860608,2.245099307025125,2.226255849622979,-2.2645766805860608,-2.245099307025125,-2.226255849622979
2000-12-27,2.2099289807127795,2.1933254504211925,2.177249306843047,-2.2099289807127795,-2.1933254504211925,-2.177249306843047
2000-12-28,2.085704315781997,2.072524094898594,2.059767893447413,-2.085704315781997,-2.072524094898594,-2.059767893447413
2000-12-29,2.023466825552489,2.0119534255324703,2.0008140539542794,-2.023466825552489,-2.0119534255324703,-2.0008140539542794
2001-01-02,2.2763793677534436,2.255939283999866,2.2361745779124287,-2.2763793677534436,-2.255939283999866,-2.2361745779124287
2001-01-03,3.272940733390514,3.2189225004872792,3.1667051942360556,-3.272940733390514,-3.2189225004872792,-3.1667051942360556
2001-01-04,3.1790980711322097,3.1324902182916645,3.0873380775994272,-3.1790980711322097,-3.1324902182916645,-3.0873380775994272
2001-01-05,3.6005844397824047,3.5546876637476807,3.50998880292082,-3.6005844397824047,-3.5546876637476807,-3.50998880292082
2001-01-08,3.33389446772671,3.2942516522394367,3.2556512964598885,-3.33389446772671,-3.2942516522394367,-3.2556512964598885
2001-01-09,3.160057811555744,3.126202609334691,3.0932226959481,-3.160057811555744,-3.126202609334691,-3.0932226959481
2001-01-10,2.973108411119509,2.9430355367306023,2.913752209960517,-2.973108411119509,-2.9430355367306023,-2.913752209960517
2001-01-11,2.8161950342088797,2.789181791435231,2.7628916485451893,-2.8161950342088797,-2.789181791435231,-2.7628916485451893
2001-01-12,2.6515877659298535,2.628195056530642,2.605439405900544,-2.6515877659298535,-2.628195056530642,-2.605439405900544
2001-01-16,2.4993350093873272,2.479395312334546,2.4600084776944966,-2.4993350093873272,-2.479395312334546,-2.4600084776944966
2001-01-17,2.342486393580396,2.326087555527902,2.310154468970846,-2.342486393580396,-2.326087555527902,-2.310154468970846
2001-01-18,2.288242619880517,2.2725556411746477,2.257326329653744,-2.288242619880517,-2.2725556411746477,-2.257326329653744
2001-01-19,2.154607312568927,2.1419666522832554,2.1297071218228645,-2.154607312568927,-2.1419666522832554,-2.1297071218228645
2001-01-22,2.0334976315023816,2.0243475888470015,2.0154756381846233,-2.0334976315023816,-2.0243475888470015,-2.0154756381846233
2001-01-23,1.9904470499948395,1.981945000895498,1.9737100138216626,-1.9904470499948395,-1.981945000895498,-1.9737100138216626
2001-01-24,1.872420843306279,1.8670192919824116,1.8617941771428341,-1.872420843306279,-1.8670192919824116,-1.8617941771428341
2001-01-25,1.7854546843813086,1.7827922848242541,1.7802176530186347,-1.7854546843813086,-1.7827922848242541,-1.7802176530186347
2001-01-26,1.6813205213768887,1.6817478316397017,1.6821604724224475,-1.6813205213768887,-1.6817478316397017,-1.6821604724224475
2001-01-29,1.6035188969392622,1.6064269431400011,1.6092312550016734,-1.6035188969392622,-1.6064269431400011,-1.6092312550016734
2001-01-30,1.5283320615428408,1.5338583851505634,1.5391779916045714,-1.5283320615428408,-1.5338583851505634,-1.5391779916045714
2001-01-31,1.4561788659101746,1.4645076423946408,1.4725118168978686,-1.4561788659101746,-1.4645076423946408,-1.4725118168978686
2001-02-01,1.3836494320038408,1.3950649913109958,1.4060164125915362,-1.3836494320038408,-1.3950649913109958,-1.4060164125915362
2001-02-02,1.4742425665240733,1.4821203441399184,1.489663243724547,-1.4742425665240733,-1.4821203441399184,-1.489663243724547
2001-02-05,1.3885505583011852,1.400500577054899,1.4119143945009363,-1.3885505583011852,-1.400500577054899,-1.4119143945009363
2001-02-06,1.3566531371533792,1.3692532893614124,1.3813332722597371,-1.3566531371533792,-1.3692532893614124,-1.3813332722597371
2001-02-07,1.324742636103244,1.3389327788257426,1.3525147984084223,-1.324742636103244,-1.3389327788257426,-1.3525147984084223
2001-02-08,1.2766476384772074,1.2933031498320233,1.3092163712018867,-1.2766476384772074,-1.2933031498320233,-1.3092163712018867
2001-02-09,1.3208618425429421,1.3356842016789456,1.349835536343952,-1.3208618425429421,-1.3356842016789456,-1.349835536343952
2001-02-12,1.3291090793934286,1.343748027442537,1.3577088996306907,-1.3291090793934286,-1.343748027442537,-1.3577088996306907
2001-02-13,1.317937538384187,1.3328941848583504,1.347170968704201,-1.317937538384187,-1.3328941848583504,-1.347170968704201
2001-02-14,1.2624251160899116,1.2799432310836196,1.2966635670439972,-1.2624251160899116,-1.2799432310836196,-1.2966635670439972
2001-02-15,1.2403976757152915,1.2589372057916688,1.2766272685006146,-1.2403976757152915,-1.2589372057916688,-1.2766272685006146
2001-02-16,1.3938258823116636,1.4052630108186288,1.4161690705641419,-1.3938258823116636,-1.4052630108186288,-1.4161690705641419
2001-02-20,1.5041428526041059,1.5104048222225266,1.5163735138101446,-1.5041428526041059,-1.5104048222225266,-1.5163735138101446
2001-02-21,1.6247755349667548,1.6257638368960536,1.6267071547643814,-1.6247755349667548,-1.6257638368960536,-1.6267071547643814
2001-02-22,1.5389340146094785,1.5441328597139512,1.5490960811113645,-1.5389340146094785,-1.5441328597139512,-1.5490960811113645
2001-02-23,1.4794244516646546,1.4877800215694195,1.4957548088081378,-1.4794244516646546,-1.4877800215694195,-1.4957548088081378
2001-02-26,1.5675763778375802,1.5715071868288222,1.575261003102419,-1.5675763778375802,-1.5715071868288222,-1.575261003102419
2001-02-27,1.5160479849790391,1.5220263012191195,1.527736494674837,-1.5160479849790391,-1.5220263012191195,-1.527736494674837
2001-02-28,1.5592186581886132,1.563588462145887,1.5677615851868119,-1.5592186581886132,-1.563588462145887,-1.5677615851868119
2001-03-01,1.4756852016119801,1.483576044542593,1.491113376843276,-1.4756852016119801,-1.483576044542593,-1.491113376843276
2001-03-02,1.4215678847056854,1.4319853598530414,1.4419364079094503,-1.4215678847056854,-1.4319853598530414,-1.4419364079094503
2001-03-05,1.3695746034684,1.381939355366384,1.393753367713701,-1.3695746034684,-1.381939355366384,-1.393753367713701
2001-03-06,1.3573707189633326,1.3700428325179659,1.3821509961854088,-1.3573707189633326,-1.3700428325179659,-1.3821509961854088
2001-03-07,1.3154195780573565,1.3297771136927596,1.3434945895450667,-1.3154195780573565,-1.3297771136927596,-1.3434945895450667
2001-03-08,1.2593343125779433,1.2761596665134343,1.2922332699472587,-1.2593343125779433,-1.2761596665134343,-1.2922332699472587
2001-03-09,1.5461891104384495,1.550027777646128,1.55369453204448,-1.5461891104384495,-1.550027777646128,-1.55369453204448
2001-03-12,2.503579504164539,2.4641845333074714,2.4265596042849467,-2.503579504164539,-2.4641845333074714,-2.4265596042849467
2001-03-13,2.4082052281888173,2.37455535599237,2.3423896743813053,-2.4082052281888173,-2.37455535599237,-2.3423896743813053
2001-03-14,2.808636793969805,2.7493282560077112,2.693262289062429,-2.808636793969805,-2.7493282560077112,-2.693262289062429
2001-03-15,2.583463722178991,2.537208510312268,2.4934359082578297,-2.583463722178991,-2.537208510312268,-2.4934359082578297
2001-03-16,2.7184316766979335,2.6550103913574925,2.595693113347793,-2.7184316766979335,-2.6550103913574925,-2.595693113347793
2001-03-19,2.6286279347431765,2.577047526819179,2.5284240144191967,-2.6286279347431765,-2.577047526819179,-2.5284240144191967
2001-03-20,2.803943984671469,2.741032421578576,2.681820269306043,-2.803943984671469,-2.741032421578576,-2.681820269306043
2001-03-21,2.7787918232801916,2.7166574692827306,2.6582243883555767,-2.7787918232801916,-2.7166574692827306,-2.6582243883555767
2001-03-22,2.5611499342797615,2.5109714599116852,2.463891411585963,-2.5611499342797615,-2.5109714599116852,-2.463891411585963
2001-03-23,2.6086905768267723,2.555731839215606,2.5060398881389125,-2.6086905768267723,-2.555731839215606,-2.5060398881389125
2001-03-26,2.447299424960477,2.4043908332337525,2.364082707499387,-2.447299424960477,-2.4043908332337525,-2.364082707499387
2001-03-27,2.692298339807201,2.6353680885977893,2.5818621430038506,-2.692298339807201,-2.6353680885977893,-2.5818621430038506
2001-03-28,2.8533679658209934,2.785238997990842,2.7212777987194783,-2.8533679658209934,-2.785238997990842,-2.7212777987194783
2001-03-29,2.6388738437578896,2.58853252972241,2.5410713219330097,-2.6388738437578896,-2.58853252972241,-2.5410713219330097
2001-03-30,2.505640117183449,2.464885627745074,2.4264017047394306,-2.505640117183449,-2.464885627745074,-2.4264017047394306
2001-04-02,2.3880768934304273,2.3529964327031254,2.3198828580407853,-2.3880768934304273,-2.3529964327031254,-2.3198828580407853
2001-04-03,2.9932501383311836,2.9222544545178812,2.855330901307409,-2.9932501383311836,-2.9222544545178812,-2.855330901307409
2001-04-04,2.714652886692031,2.6583691759656434,2.605372885430968,-2.714652886692031,-2.6583691759656434,-2.605372885430968
2001-04-05,3.8236600953129694,3.727402392938428,3.6357242128857585,-3.8236600953129694,-3.727402392938428,-3.6357242128857585
2001-04-06,3.7000234714304883,3.6082436985338804,3.5208671979236668,-3.7000234714304883,-3.6082436985338804,-3.5208671979236668
2001-04-09,3.573435856082292,3.501894305496017,3.4333624770387803,-3.573435856082292,-3.501894305496017,-3.4333624770387803
2001-04-10,3.760232390899411,3.680964577509208,3.605026303736139,-3.760232390899411,-3.680964577509208,-3.605026303736139
2001-04-11,3.3962791473867067,3.3315194582563614,3.2694875930550014,-3.3962791473867067,-3.3315194582563614,-3.2694875930550014
2001-04-12,3.279668905124392,3.2214578577562887,3.1656623639873542,-3.279668905124392,-3.2214578577562887,-3.1656623639873542
2001-04-16,2.9803688600362257,2.9332095345572546,2.888034683545177,-2.9803688600362257,-2.9332095345572546,-2.888034683545177
2001-04-17,2.7917133393612827,2.7518233393227534,2.713630005183308,-2.7917133393612827,-2.7518233393227534,-2.713630005183308
2001-04-18,3.554460458647317,3.4789065383577844,3.4066784358504556,-3.554460458647317,-3.4789065383577844,-3.4066784358504556
2001-04-19,3.3221418375439082,3.254031921654189,3.1890263227287208,-3.3221418375439082,-3.254031921654189,-3.1890263227287208
2001-04-20,3.2031817923968777,3.155578170225478,3.1097143945610592,-3.2031817923968777,-3.155578170225478,-3.1097143945610592
2001-04-23,3.081802333257377,3.037673792875646,2.995179298291532,-3.081802333257377,-3.037673792875646,-2.995179298291532
2001-04-24,2.918143841116439,2.8787185328179357,2.8407850590733728,-2.918143841116439,-2.8787185328179357,-2.8407850590733728
2001-04-25,2.8446359574908047,2.8074844178677063,2.771751506022447,-2.8446359574908047,-2.8074844178677063,-2.771751506022447
2001-04-26,2.624122250774306,2.5944936308083535,2.566018324198791,-2.624122250774306,-2.5944936308083535,-2.566018324198791
2001-04-27,2.562226894819224,2.5347136524916603,2.5082796879666187,-2.562226894819224,-2.5347136524916603,-2.5082796879666187
2001-04-30,2.349100790582693,2.328492520960374,2.3087288705362115,-2.349100790582693,-2.328492520960374,-2.3087288705362115
2001-05-01,2.2863023027187137,2.2679955666578024,2.250446460357956,-2.2863023027187137,-2.2679955666578024,-2.250446460357956
2001-05-02,2.088725717094403,2.077429836815989,2.066627712104049,-2.088725717094403,-2.077429836815989,-2.066627712104049
2001-05-03,2.0806830381541457,2.0694269448542437,2.0586710222481055,-2.0806830381541457,-2.0694269448542437,-2.0586710222481055
2001-05-04,2.0330119781169285,2.0226668221953785,2.0128135173968698,-2.0330119781169285,-2.0226668221953785,-2.0128135173968698
2001-05-07,1.8950922343018684,1.891402569628718,1.8878864583041899,-1.8950922343018684,-1.891402569628718,-1.8878864583041899
2001-05-08,1.7638168852323362,1.7663012004277219,1.7686683345007663,-1.7638168852323362,-1.7663012004277219,-1.7686683345007663
2001-05-09,1.6331304139249965,1.6418130196052885,1.650061019117041,-1.6331304139249965,-1.6418130196052885,-1.650061019117041
2001-05-10,1.4965284092148514,1.5126598743675668,1.5279276576893956,-1.4965284092148514,-1.5126598743675668,-1.5279276576893956
2001-05-11,1.4210330702813774,1.4421577623828326,1.4620779880126027,-1.4210330702813774,-1.4421577623828326,-1.4620779880126027
2001-05-14,1.309849695194286,1.3390593471008025,1.3664757947953985,-1.309849695194286,-1.3390593471008025,-1.3664757947953985
2001-05-15,1.2219189377716797,1.2577423607463496,1.2912787506810732,-1.2219189377716797,-1.2577423607463496,-1.2912787506810732
2001-05-16,1.7947481598808186,1.793714114266844,1.7927499835768008,-1.7947481598808186,-1.793714114266844,-1.7927499835768008
2001-05-17,1.6494960825315188,1.658543148874216,1.6669474913355538,-1.6494960825315188,-1.658543148874216,-1.6669474913355538
2001-05-18,1.575146929030469,1.5865671044365612,1.5973888970961394,-1.575146929030469,-1.5865671044365612,-1.5973888970961394
2001-05-21,1.6468399936476157,1.6542174390619997,1.6612024982600426,-1.6468399936476157,-1.6542174390619997,-1.6612024982600426
2001-05-22,1.542740206355241,1.5555428879404802,1.5676510404335262,-1.542740206355241,-1.5555428879404802,-1.5676510404335262
2001-05-23,1.6230420863946833,1.6316040326383767,1.6397066852759674,-1.6230420863946833,-1.6316040326383767,-1.6397066852759674
2001-05-24,1.5229428062851318,1.536718572271679,1.5497448855965872,-1.5229428062851318,-1.536718572271679,-1.5497448855965872
2001-05-25,1.5360547332599672,1.5491232678926654,1.561491571985869,-1.5360547332599672,-1.5491232678926654,-1.561491571985869
2001-05-29,1.485826864685419,1.5014200778211824,1.5161683747745853,-1.485826864685419,-1.5014200778211824,-1.5161683747745853
2001-05-30,1.5725958909069604,1.583452692232277,1.5937221999315043,-1.5725958909069604,-1.583452692232277,-1.5937221999315043
2001-05-31,1.4983415873347514,1.5130953224847024,1.527046948453324,-1.4983415873347514,-1.5130953224847024,-1.527046948453324
2001-06-01,1.422575164392038,1.441453326380946,1.4593159962817515,-1.422575164392038,-1.441453326380946,-1.4593159962817515
2001-06-04,1.3589898274609205,1.3811220504802182,1.4020584849478395,-1.3589898274609205,-1.3811220504802182,-1.4020584849478395
2001-06-05,1.3963429458758818,1.4163031157905674,1.4351775883462623,-1.3963429458758818,-1.4163031157905674,-1.4351775883462623
2001-06-06,1.3973829547925498,1.4172075854310404,1.4359454710659796,-1.3973829547925498,-1.4172075854310404,-1.4359454710659796
2001-06-07,1.340493123802039,1.3635028761744286,1.3852507652702521,-1.340493123802039,-1.3635028761744286,-1.3852507652702521
2001-06-08,1.3349777901573205,1.3582120109240698,1.380173606485803,-1.3349777901573205,-1.3582120109240698,-1.380173606485803
2001-06-11,1.3147432463846571,1.3389072722402708,1.3617449709588885,-1.3147432463846571,-1.3389072722402708,-1.3617449709588885
2001-06-12,1.2474547509621372,1.275202914219031,1.3014294363849461,-1.2474547509621372,-1.275202914219031,-1.3014294363849461
2001-06-13,1.2795814025656385,1.305411742891315,1.3298275781672322,-1.2795814025656385,-1.305411742891315,-1.3298275781672322
2001-06-14,1.4311020200131743,1.4483644595585796,1.464682598941042,-1.4311020200131743,-1.4483644595585796,-1.464682598941042
2001-06-15,1.3635234096026556,1.384451266744392,1.4042366243639361,-1.3635234096026556,-1.384451266744392,-1.4042366243639361
