,h.1,h.2,h.3,ngtv_h.1,ngtv_h.2,ngtv_h.3,sqrt_h.1,sqrt_h.2,sqrt_h.3,sqrt_ngtv_h.1,sqrt_ngtv_h.2,sqrt_ngtv_h.3
1999-06-16,1.209201418981706,1.2050800395663526,1.2009755079662492,-1.209201418981706,-1.2050800395663526,-1.2009755079662492,1.0996369487161233,1.0977613764231062,1.0958902809890456,-1.0996369487161233,-1.0977613764231062,-1.0958902809890456
1999-06-17,1.175508470355012,1.1711138451622602,1.1667356493074537,-1.175508470355012,-1.1711138451622602,-1.1667356493074537,1.0842086839511165,1.08218013526504,1.0801553820203156,-1.0842086839511165,-1.08218013526504,-1.0801553820203156
1999-06-18,1.348215640348961,1.347142394394853,1.3460892540971676,-1.348215640348961,-1.347142394394853,-1.3460892540971676,1.1611268838283613,1.1606646347652938,1.1602108662209503,-1.1611268838283613,-1.1606646347652938,-1.1602108662209503
1999-06-21,1.3095688790846205,1.3079816798716977,1.3064174692861965,-1.3095688790846205,-1.3079816798716977,-1.3064174692861965,1.144363962681725,1.1436702671101044,1.1429862069536083,-1.144363962681725,-1.1436702671101044,-1.1429862069536083
1999-06-22,1.2376167579071955,1.2346700701699262,1.2317457920467443,-1.2376167579071955,-1.2346700701699262,-1.2317457920467443,1.1124822506032155,1.1111570861808542,1.109840435399046,-1.1124822506032155,-1.1111570861808542,-1.109840435399046
1999-06-23,1.1744742653422298,1.1702484104202842,1.166037760525185,-1.1744742653422298,-1.1702484104202842,-1.166037760525185,1.0837316389873601,1.0817802043022806,1.0798322835168364,-1.0837316389873601,-1.0817802043022806,-1.0798322835168364
1999-06-24,1.167921479340166,1.1636934694837688,1.1594807655623323,-1.167921479340166,-1.1636934694837688,-1.1594807655623323,1.080704159027884,1.0787462488851438,1.0767918859103334,-1.080704159027884,-1.0787462488851438,-1.0767918859103334
1999-06-25,1.135451797896639,1.1311095946491632,1.1267839969441409,-1.135451797896639,-1.1311095946491632,-1.1267839969441409,1.0655758057954576,1.0635363626360705,1.0615008228655034,-1.0655758057954576,-1.0635363626360705,-1.0615008228655034
1999-06-28,1.1482052263743967,1.143944686821984,1.139699956521334,-1.1482052263743967,-1.143944686821984,-1.139699956521334,1.0715433852039762,1.0695534988124642,1.0675673077241237,-1.0715433852039762,-1.0695534988124642,-1.0675673077241237
1999-06-29,1.114702007677049,1.1103309571151487,1.105977046691968,-1.114702007677049,-1.1103309571151487,-1.105977046691968,1.0557944912136306,1.0537224288754363,1.0516544331157303,-1.0557944912136306,-1.0537224288754363,-1.0516544331157303
